subject,trial,feature,roi
1,102,"[0.778722764715282, 0.8869857019366355, 0.423597794779897, 0.08680880280536107, 0.6477159645588245, 0.9620779395784481, 0.30512099468481346, 0.655338515214061, 0.3026718377418358, 0.3261420305424845, 0.755764879280131, 0.33683066305109155, 0.8111005782093865]",
1,103,"[0.30642123500856766, 0.5410750875365679, 0.34264147302160386, 0.355170943595023, 0.23802702739760417, 0.012583792114633785, 0.48895218328047807, 0.9526062554896212, 0.07623122029373264, 0.7459904182963434, 0.9220385881114783, 0.7583245326498088, 0.20643486625081653]",mouth
1,104,"[0.3046425980842882, 0.6125987574665317, 0.708832760751001, 0.9566722609172685, 0.891492236899717, 0.4074098604382349, 0.14693967717955414, 0.22021804867766337, 0.18645180841541908, 0.4749483217475131, 0.45750358880063047, 0.27755525817009596, 0.7325443550941508]",eye
1,105,"[0.9110356490963947, 0.20575468055594803, 0.3583322706434081, 0.7859801342240885, 0.1814845648931921, 0.27848033868041766, 0.4641907435978291, 0.09303873559763942, 0.7574320958217776, 0.4526638854966687, 0.8958388342825587, 0.42419745544800547, 0.10386401392024391]",
1,106,"[0.34548459602735093, 0.1984710531046704, 0.489288459611106, 0.7247043668177031, 0.8241313891249631, 0.7552660644047101, 0.7772948240190963, 0.6997203256653539, 0.6530887033809301, 0.4520520810895421, 0.011860497657360858, 0.8059496397262607, 0.6280701682923976]",
1,107,"[0.7490533244656932, 0.022499769087304222, 0.7324016396842447, 0.6348877803971168, 0.29458544491710825, 0.7064155128980418, 0.2243582857066434, 0.8586239125760001, 0.13846058137306538, 0.5862573693897801, 0.5163354078285585, 0.629385402943845, 0.6473630099522129]",mouth
1,108,"[0.42514999222651884, 0.1772595731201021, 0.759121543883256, 0.48619948757646725, 0.29335671276091346, 0.10002024944187571, 0.6201349413119466, 0.07348764029901211, 0.9372135134140055, 0.44831398754044505, 0.4168850356120304, 0.22155308703796217, 0.6781179314473591]",mouth
1,109,"[0.1015276983570802, 0.2568356264385805, 0.8844232402889564, 0.8275228529591832, 0.9064382334224698, 0.7540295464326512, 0.554181009305535, 0.28781997417935623, 0.997718138589113, 0.0006582852101931769, 0.3354218695791057, 0.17396954054758806, 0.627073170179796]",
1,110,"[0.6596134428615391, 0.8540224879314218, 0.1754690983855034, 0.8893453497055935, 0.5086163282467302, 0.6676629747715566, 0.32134146307121525, 0.13030513767703422, 0.03386672979828509, 0.8087485961232916, 0.49240452115408473, 0.35448653269163655, 0.8461806089877477]",
1,111,"[0.8410061465118377, 0.3153584567340778, 0.9550155395147937, 0.05819515223825977, 0.4314953280809294, 0.2714159970003236, 0.8706549094169711, 0.9402944986046027, 0.3910364725389329, 0.15222930755987285, 0.7115968767066917, 0.4435182790262927, 0.24143965569972536]",eye
1,112,"[0.30126473314871605, 0.36966330936838077, 0.3266269654335715, 0.09714672009674274, 0.2647951609117196, 0.6657624812518981, 0.5634013870870842, 0.5688233866755245, 0.3602802153991851, 0.9659506385212836, 0.36119816230062485, 0.6875486219535394, 0.44141682025497175]",mouth
1,113,"[0.5915429289850817, 0.10581439852117425, 0.3995533659408764, 0.4038908776709317, 0.1080963467623336, 0.4195586145682665, 0.09762183952192482, 0.3616655903097393, 0.7507285540570829, 0.06373594673619631, 0.9973459785779832, 0.679640948042156, 0.4166115886319526]",mouth
1,114,"[0.9805252099324325, 0.14988003882668677, 0.9432186582615558, 0.23107040076563778, 0.4600351098368607, 0.37414385944973005, 0.5736567752290979, 0.687467426335296, 0.961601576151615, 0.9710997039113404, 0.05756805760251005, 0.3610495245988209, 0.37994235021124523]",
1,115,"[0.6551254482960751, 0.570638036248404, 0.6060733679979884, 0.21957587394909206, 0.6493454468600071, 0.6813231956803872, 0.8206982570869205, 0.41481028637231465, 0.6450829009825183, 0.281548423548156, 0.5970548836002141, 0.9697169456393819, 0.450185225510948]",eye
1,116,"[0.44818193044299015, 0.6432979532997498, 0.4243421219801411, 0.5372390033584045, 0.6929063844615914, 0.9425946727688088, 0.13751814412334906, 0.03503484451488048, 0.49486786611624833, 0.6564709726655776, 0.39231428029079396, 0.8277928376871309, 0.9957785020391321]",eye
1,117,"[0.6210741516735908, 0.6633430145115062, 0.6748067314596565, 0.5843876684043251, 0.46339662359310463, 0.6341402484360639, 0.8269491516791, 0.9306775949541429, 0.9013075747370746, 0.5928906628715557, 0.7454713240206173, 0.7196906879862472, 0.6407223245534929]",
1,118,"[0.8206389935419616, 0.4270918982719383, 0.28569168818697244, 0.7270990111378184, 0.317333468998637, 0.6582481187076683, 0.5809452129001343, 0.5060921684931469, 0.5565576573517244, 0.773758601303543, 0.19407804140492935, 0.8163407939551566, 0.2109750186350272]",mouth
1,119,"[0.20528883203458648, 0.5025812567152264, 0.7187786199777826, 0.11276033469490998, 0.771365087851917, 0.20003212834102468, 0.5928543916825568, 0.6829794555405165, 0.27778387839845065, 0.7162072376045561, 0.13439235225431734, 0.042877747582743986, 0.32715365953069553]",
1,120,"[0.19499079405329123, 0.26237540668796777, 0.18857440531207248, 0.4048947694724595, 0.5045062583382243, 0.34088683556931376, 0.8171149716660966, 0.7060361039846246, 0.609811243705232, 0.5751715974809469, 0.8112088258067183, 0.3635781265605935, 0.0114681928441549]",eye
1,121,"[0.28154397514631646, 0.9902080373127861, 0.7013578204158516, 0.33241792239847234, 0.7038128304831271, 0.8061562196320115, 0.9204341059474617, 0.6526279245623222, 0.048518413575620256, 0.2886736326874195, 0.9860649962719982, 0.46335946986970344, 0.14921802759017577]",eye
1,122,"[0.5846486442790138, 0.4860222471204959, 0.9670560112300534, 0.47881587477742527, 0.06909629593723332, 0.3826698787361863, 0.5254486274747787, 0.486170057694851, 0.5018490886063773, 0.5862879346572656, 0.07680792186206153, 0.09668774377901768, 0.755372683663406]",
1,123,"[0.9905299312533086, 0.3303827799907506, 0.6763310230850558, 0.7266739376102404, 0.6331888962560412, 0.13679443000639013, 0.48492226388318205, 0.15142437276980325, 0.636920485364595, 0.6966792389830162, 0.8385455484172778, 0.7247503587064608, 0.5348811370131856]",eye
1,124,"[0.03146344786382016, 0.19775681066970097, 0.9040705944004607, 0.5623949088656242, 0.5403572545935028, 0.9861676329334158, 0.6707004852241316, 0.39167664332222285, 0.042147585235066676, 0.83458907955054, 0.11389407722463085, 0.5610506252704733, 0.9478597995874719]",eye
1,125,"[0.8152165087987725, 0.3683087634912898, 0.8345263889141484, 0.7631216415737557, 0.22301384624376885, 0.6813701385267208, 0.6620286446510157, 0.13357721205697715, 0.8475596675289396, 0.002687379433828685, 0.6501998399037389, 0.5015088674860657, 0.5714796096680319]",eye
1,126,"[0.5185585273199661, 0.9505188580511114, 0.2940289198626235, 0.4268339326414545, 0.40119597625820513, 0.2905663924043186, 0.9099419239044046, 0.5065956571352077, 0.7902816844606415, 0.7623885209527217, 0.16240206296686155, 0.06231389944025045, 0.5734884896683989]",eye
1,127,"[0.8551292948034795, 0.17667950364475726, 0.7464383790090307, 0.3895480476284846, 0.03770657792530474, 0.2746992484450761, 0.4464617831774764, 0.12374485404895452, 0.35492400659901635, 0.34047917316765874, 0.41850221305309, 0.7515314257115243, 0.8138574292320317]",
1,128,"[0.7456298457683185, 0.8523121507827173, 0.534551518574921, 0.5902540602048812, 0.31680295622806376, 0.3233136027146297, 0.9532111911684232, 0.8360592052226655, 0.06019370837653548, 0.436252179269105, 0.5137065825847, 0.7485149401068677, 0.7611156190734593]",eye
1,129,"[0.5769054723666587, 0.13216587667934354, 0.9907186153531744, 0.380313557499547, 0.6432066069875387, 0.9392507378723391, 0.7603310135903647, 0.8563768591008638, 0.9825654654976965, 0.122387891227694, 0.7212856052838235, 0.5254020348423181, 0.11551636140654431]",eye
1,130,"[0.4387284518360427, 0.7552855457913576, 0.7979392505530887, 0.1814264385985046, 0.8465626521394092, 0.9484466559453109, 0.9148524141974388, 0.5386536063314644, 0.06167276652983911, 0.12686148575492784, 0.4027092579740795, 0.05919383521776034, 0.10428412964135803]",
1,131,"[0.37609981748278853, 0.5824299670040282, 0.2749457557138886, 0.20227764375567236, 0.6565059973034009, 0.48210536852598707, 0.3108086731790285, 0.13995141115797727, 0.18652867917601734, 0.39524942467942714, 0.78391546547138, 0.5942041428720866, 0.5954828384358261]",eye
1,132,"[0.35579907280286016, 0.5172239030648585, 0.6929565440534411, 0.16213677718816255, 0.30996655740114354, 0.8590240655828708, 0.36936071972011897, 0.43580313151020544, 0.3355520660666952, 0.1815384606104249, 0.51250420800801, 0.09728292935840632, 0.39231618182757455]",eye
1,133,"[0.5223937973431659, 0.9853899202919457, 0.4905817940598213, 0.9475717466123296, 0.31879711503724917, 0.0565905163298871, 0.8549680966812913, 0.538671738680087, 0.897415818484927, 0.5608500794193148, 0.257115497017524, 0.054685161473085664, 0.9309873130178775]",
1,134,"[0.6958724059382192, 0.4883204350130417, 0.9381182741594838, 0.0500756449747044, 0.7766352640085119, 0.7391951935679802, 0.39565394221939065, 0.1556582782936936, 0.3979126398627697, 0.842169365937742, 0.6304610977111477, 0.30263028006848136, 0.05316724387901184]",eye
1,135,"[0.45564897541300753, 0.7338770298888132, 0.0654093997053854, 0.343519289088251, 0.5767863593915364, 0.30373459050274776, 0.2526009336650953, 0.6384811203350207, 0.6670389026591057, 0.292454971782814, 0.1579294020135078, 0.6069123887306012, 0.8209047927050941]",mouth
1,136,"[0.5795761990600725, 0.879102654704621, 0.7714331213400654, 0.6999933141016583, 0.961202926873288, 0.8745249096631172, 0.8939586923661623, 0.7952972875651284, 0.8208103802028263, 0.23194031260620884, 0.8786108769083912, 0.5499535903769189, 0.4808028173086164]",mouth
1,137,"[0.35571384744559265, 0.8179947349141121, 0.5308994258390684, 0.716713471065045, 0.8647023759135146, 0.4472718754795725, 0.8662334253514966, 0.7110850772139939, 0.5894699975948167, 0.04927958490096118, 0.49224526600292573, 0.3824369221998951, 0.14219915791268756]",eye
1,138,"[0.7373902679100238, 0.6418400841640027, 0.12210851642888099, 0.5351390464115277, 0.2682791178784679, 0.3388763803879824, 0.42278346299167424, 0.33948253413273133, 0.6386976905392904, 0.364302654633455, 0.41677533513987663, 0.8320206560585499, 0.13102938240094575]",
1,139,"[0.5060950690640874, 0.8918233508063824, 0.9932646662507025, 0.23336262263333662, 0.8434647344862457, 0.11171470201680378, 0.5329615140107938, 0.1623801351710622, 0.6672364523229349, 0.8697804465028226, 0.669930013811992, 0.8763112171132657, 0.2248965205646768]",
1,140,"[0.042573674113907556, 0.19995703403624798, 0.38423919337891543, 0.6748394724699233, 0.006039849048256829, 0.7080662267536258, 0.6290862652483413, 0.475993644542301, 0.5373006223641202, 0.8915017116393031, 0.43228503680271935, 0.3629715287280263, 0.3950342954450984]",eye
1,141,"[0.38095288180454645, 0.3774218488034192, 0.8610165069997937, 0.7849741295834425, 0.5897723787727825, 0.04810946505508962, 0.7885134434341161, 0.23922074638918878, 0.2504256690862462, 0.16798922851671738, 0.4240438743853797, 0.9204195998749662, 0.7265528713328406]",
1,142,"[0.7155788046806791, 0.6314548494605764, 0.9863427043502547, 0.4684414827651028, 0.7404232360711052, 0.2627833919749115, 0.9009648476029944, 0.8319652684099381, 0.7715364558365958, 0.28320295553457087, 0.7231402342259599, 0.8270422691421514, 0.3154137207653651]",mouth
1,143,"[0.9399657264676645, 0.29680646984706427, 0.927337812379066, 0.5346737248998688, 0.7030888612714428, 0.8582779454163153, 0.4817355038087484, 0.07967699684227025, 0.6416746036477704, 0.5748721617246967, 0.6952518608172574, 0.9836483137358708, 0.6343245253520511]",
1,144,"[0.49857890449914766, 0.3084116490073294, 0.5780944049282888, 0.17596407230233202, 0.9083917512942231, 0.19128597482862553, 0.45793586935303465, 0.8598133334270734, 0.5338404823717215, 0.6206077771148855, 0.4589956395643846, 0.3864970919333097, 0.5155688112546009]",mouth
1,145,"[0.2043519659778127, 0.022724738858129645, 0.7799140297583895, 0.08998734509714756, 0.43649231398713206, 0.4723551283768538, 0.14237089239133693, 0.5879241765554718, 0.49472121905832334, 0.0719283530233481, 0.26438258271818305, 0.9920074563357671, 0.8423066062009363]",eye
1,146,"[0.33787447540319737, 0.31655870615078596, 0.31507082910013595, 0.3345559105238455, 0.1976625746315721, 0.15854180048601774, 0.6650399414959856, 0.13044388335968382, 0.3029747258768505, 0.9802981650429917, 0.17559300850842408, 0.765333408397114, 0.27029931786217076]",mouth
1,147,"[0.23316196549648416, 0.48005386506447933, 0.3577761336606876, 0.3608180690002838, 0.7431938741397675, 0.2351618457122604, 0.1874685196611353, 0.4419363305409115, 0.9628648946643497, 0.6123647256808952, 0.10425191842076331, 0.5071413866256128, 0.21534225367397675]",
1,148,"[0.21078091693600975, 0.9099216978199657, 0.7343231592750684, 0.6384549347902841, 0.8900615617366802, 0.5460080614757893, 0.47839287298516253, 0.7870479379665215, 0.5289496530934658, 0.8009983642850905, 0.5785193961533959, 0.7215557970383717, 0.746031879487202]",mouth
1,149,"[0.4967959680493115, 0.8403256698426127, 0.6623277854612399, 0.14387351385206004, 0.8457147005436071, 0.2055572299447853, 0.9971183419602927, 0.05780464155622966, 0.3517349607656266, 0.34438074287249154, 0.35810063931863656, 0.3177679229575311, 0.264605221051024]",
1,150,"[0.4332741394746603, 0.4849591865105667, 0.5423725081961615, 0.7386862253202846, 0.9386831166747279, 0.24945503936164792, 0.682111536091932, 0.9480469119487562, 0.8679834365270416, 0.8081652547610323, 0.7636595878328791, 0.40994903635397484, 0.2720853061098538]",
1,151,"[0.9958392841629723, 0.5192992830047198, 0.934872259201101, 0.044728621940377855, 0.13101883678089887, 0.6662073498963349, 0.6657021159069323, 0.4128139966860793, 0.5248686867272138, 0.8801931590995649, 0.19411592162545888, 0.6818657350014382, 0.8200413501950645]",
1,152,"[0.7142527333070001, 0.592856542026999, 0.28170508627617075, 0.8594446136319019, 0.3294675255510112, 0.2452428728231154, 0.8308793326452714, 0.6482904504844547, 0.1864720454633625, 0.49705693657140415, 0.22047094220286012, 0.33646404934230323, 0.8143076693194965]",
1,153,"[0.6146188587408686, 0.8137847791543386, 0.04280037057965158, 0.6403591191871748, 0.19635712503856673, 0.7851808392626841, 0.5057384353781271, 0.16585087434330847, 0.6323405593392869, 0.5273853755433362, 0.8185416657448651, 0.2533279220167587, 0.6857805455309788]",eye
1,154,"[0.6191816845806913, 0.9165138598585102, 0.23519079308460733, 0.26325678218691095, 0.06673391641339232, 0.6732210647706998, 0.24318214052396403, 0.9471581405095787, 0.8797823741655737, 0.24281135205756454, 0.7411155870447977, 0.057272494089577464, 0.9454081136108503]",
1,155,"[0.7536203564193317, 0.7742418028488068, 0.5912883808407842, 0.6424388304048483, 0.44364996303616033, 0.7231899226249987, 0.6100499386768579, 0.3717284010086914, 0.7404675075189919, 0.12907599084629007, 0.10130666204707539, 0.8444297608313157, 0.23489238232273946]",mouth
1,156,"[0.04271227829435953, 0.602841280504459, 0.18109146378633234, 0.14272789377530026, 0.14257106623597293, 0.8745095298369713, 0.5331899380739541, 0.7801490702477558, 0.5807296732340164, 0.6816821919026654, 0.3442695148922532, 0.2556357514183629, 0.021101276985304396]",
1,157,"[0.7145953284925335, 0.26636277428189825, 0.45650788477978066, 0.20757942361732673, 0.2591225709704398, 0.004566087644493733, 0.10363310098727574, 0.19193904702541154, 0.4001688919700751, 0.9040658636600872, 0.5997072242013206, 0.8669421346887721, 0.3783482751890719]",
1,158,"[0.1839363642138382, 0.04860859269959117, 0.18869590303607264, 0.4553684298624895, 0.6718389620711593, 0.6224801231874575, 0.22608293222201026, 0.7742119277550376, 0.20884283752447974, 0.017455840051173732, 0.3949292851532177, 0.2440257574005107, 0.6919293185364963]",mouth
1,159,"[0.19733971974464448, 0.0792318021075964, 0.20993678545752525, 0.12649028881623203, 0.13898888505565776, 0.27017531356009605, 0.3781374243640031, 0.6671242020317169, 0.9372776116332087, 0.6918181923650525, 0.28694678327391654, 0.38162151785470455, 0.453687955780545]",mouth
1,160,"[0.006326231057727116, 0.04131991198069884, 0.7224831159165089, 0.45812603767381654, 0.31308181628235054, 0.505855761773527, 0.6698994098746711, 0.9921174512305595, 0.5285550936028026, 0.02388474230247295, 0.4764561446078003, 0.384739262225273, 0.6471821633211333]",
2,1,"[0.635786504379899, 0.27669050305201726, 0.2517917545325862, 0.15885894842864579, 0.8472424241593273, 0.7643529728605075, 0.5329235891580294, 0.9979455630326051, 0.8082290082334971, 0.9503370516112379, 0.7066978217220908, 0.6033507426981732, 0.6004374604999152]",
2,2,"[0.957275699063834, 0.10524789029633164, 0.5153269458519206, 0.20699722025715006, 0.12626406039053795, 0.46565831462768636, 0.5418084000628771, 0.2535013954556423, 0.6696739855470537, 0.16142423321833532, 0.4226460148282447, 0.6688920250871863, 0.6609591214072853]",
2,3,"[0.25262475003189266, 0.2345683480406835, 0.6556024359099887, 0.8422252137962696, 0.7343965104530575, 0.20467388329611258, 0.8937887455240356, 0.6536153343673206, 0.7579144012436071, 0.16634472509772735, 0.2395986794834173, 0.6748626910510226, 0.6004274984313015]",
2,4,"[0.7542914404590544, 0.17418488369867047, 0.7539792577292617, 0.41021332142373734, 0.4883603156082209, 0.7682859310798512, 0.21246734862343286, 0.6731231525262933, 0.9825557870736732, 0.27372606963379453, 0.9196391329598935, 0.42678569523642595, 0.19299338795757837]",eye
